Text,entities,entity_types,UniNER
"Lead ; Capo Required - Rhythm ; E Standard - Bass "" Strategy and Spying "" Billy Martin2013E StandardUbisoft Music Song Pack "" Assassin 's Creed IV Black Flag Main Theme "" Brian Tyler "" Ezio 's Family "" Jesper Kyd2009E Standard – Lead/Alt Rhythm ; Drop D – Rhythm/Bass "" Blood Dragon Theme ( Far Cry 3 : Blood Dragon ) "" Power Glove2013E Standard "" The Ballad of Clutch Nixon "" Road VikingsThe Road Vikings2018E Standard – Bass ; B Standard - Lead/Alt Lead/Rhythm "" Black Smoke Rising "" Greta Van Fleet2017E StandardGreta Van Fleet Pack "" Highway Tune """" Safari Song """" One Bourbon , One Scotch , One Beer "" John Lee Hooker 1953Blues Song Pack II "" West Coast Blues "" Wes Montgomery 1960 "" Back Door Man "" Willie Dixon 1960 Open D "" Bleeds No More "" Silverstein 2002 Drop DSilverstein Song Pack "" My Heroine "" 2004 E Standard "" Smashed into Pieces "" 2002 Drop D "" Smile In Your Sleep "" 2005E Standard "" Changes "" David Bowie1971Variety Pack XVII "" Movies "" Alien Ant Farm1999 "" Stay ( I Missed You ) "" Lisa Loeb1994E Standard – Bass ; Capo Required - Lead/Rhythm "" Touch Of Grey "" Grateful Dead1987E Standard "" Since U Been Gone "" Kelly Clarkson2004Kelly Clarkson Song Pack "" Behind These Hazel Eyes "" 2005E Standard - Rhythm/Bass ; Capo Required - Lead "" My Life Would Suck Without You "" 2009E Standard – Lead/Bass ; Capo Required - Rhythm "" Unsung "" Helmet1992 Drop D90s Mix V "" Summer Song "" Joe Satriani E Standard "" Christian Woman "" Type O Negative 1993 B Standard - Lead , Rhythm ; E Standard - Bass "" Absolute Zero "" Stone Sour 2012 C♯ StandardStone Sour Song Pack "" Bother "" 2002 E♭ Standard "" Say You 'll Haunt Me "" 2010 C♯ Standard "" Paradise "" Coldplay 2011E Standard2010s Mix V "" Ex 's & Oh 's "" Elle King 2015 "" Red Eyes "" War on DrugsThe War on Drugs 2014 Capo Required - Lead/Rhythm ; E Standard - Bass "" Disorder "" Joy Division 1979E StandardJoy Division Song Pack "" Love Will Tear Us Apart "" 1980 "" Transmission "" 1979 "" Surfin ' Safari "" Beach BoysThe Beach Boys1965Variety Pack XVIII "" Gratitude "" Beastie Boys1992 "" Stay Together for the Kids "" Blink-1822002 "" Green Grass and High Tides "" Outlaws1975 "" Mud on the Tires "" Brad Paisley2003 E Standard - Lead/Bass ; Capo Required - RhythmBrad Paisley Pack "" Ticks "" 2007 E Standard "" Whiskey Lullaby "" Brad Paisley ft . Alison Krauss2003 E Standard - Lead/Alt .","['Strategy and Spying', ""Assassin 's Creed IV Black Flag Main Theme"", ""Ezio 's Family"", 'Blood Dragon', 'Far Cry 3 : Blood Dragon', 'The Ballad of Clutch Nixon']","['Device', 'Application', 'Application', 'Application', 'Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]'], 'Device': ['[]']})"
"AMES Type 82 , 3GHz 3D tactical control radar for Bristol Bloodhound – a.k.a.","['AMES Type 82', '3D', 'radar']","['Algorithm', 'Algorithm', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]'], 'Algorithm': ['[]']})"
Redmi K20 Pro comes with a newer kind of gradient design .,['Redmi K20 Pro'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"The record no longer reflects the first transaction , as if it had never taken place .",['record'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"Aside from the gameplay , 21 new Mega Evolutions were added since Pokémon X and Y , as well as "" primal reversions "" for Groudon and Kyogre , which function similarly .",['Pokémon X and Y'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
We now can create a histogram of bootstrap means .,['bootstrap'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"The engine has a Microsoft Windows and Linux version , and is programmed in OpenGL and C++ . TA3D is created under the General Public License ( GPL ) .","['Microsoft Windows', 'Linux', 'OpenGL', 'C++', 'General Public License', 'GPL']","['Application', 'Application', 'Application', 'Language', 'License', 'License']","defaultdict(<class 'list'>, {'License': ['[""General Public License""]'], 'Language': ['[""C++""]'], 'Application': ['[]']})"
"In the years 20112018 the Apple Color Emoji font expanded from 471 to 3,633 emoji as of September 2021 .","['Apple Color Emoji', 'emoji']","['Protocol', 'Application']","defaultdict(<class 'list'>, {'Protocol': ['[]'], 'Application': ['[]']})"
Sony continued the manufacture of DSLRs using Minolta technology until 2010 when the company phased out DSLRs for its SLT system but retained the Minolta A-mount .,"['DSLRs', 'DSLRs', 'SLT', 'Minolta A-mount']","['Device', 'Device', 'Device', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]'], 'Device': ['[]']})"
Several employees at the firm were fans of the Dino Crisis games .,['Dino Crisis'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"In an August 2007 survey conducted by Dengeki G 's Magazine , Utawarerumono was voted the 15th most interesting bishōjo game by readers , tying with Kimi ga Nozomu Eien .","['bishōjo game', 'Kimi ga Nozomu Eien']","['Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
Conan received average reviews .,['Conan'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
London 2012 : The Official Video Game is the official Olympic video game of the 2012 Summer Olympics in London .,"['London 2012 : The Official Video Game', 'Olympic video game']","['Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
"On October 12 , 2018 , The Pixel 2 XL was discounted by $300 for Verizon Wireless customers .","['Pixel 2 XL', 'Verizon Wireless']","['Device', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]'], 'Device': ['[""Pixel 2 XL""]']})"
It centers mainly on the events and affairs of the prime installment of The World .,['The World'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
SCSI commands can be submitted by a target driver to the SCST core from softirq context .,"['SCSI', 'SCST']","['Architecture', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]'], 'Architecture': ['[]']})"
"Hasayshi also said that he aimed to develop a crossover game in a manner similar to Street Fighter X Tekken and that he chose Virtua Fighter because it was "" the father of 3D gaming "" , and also the first 3D game that he played and the IP he personally respects most . Dead or Alive 5s overseas producer Peter Garza said the game 's revised aesthetic direction : "" Dead or Alive is known for its sexiness and high-kicking characters and certain aspects of the physics engine ... Those are definitely going to be in Dead or Alive 5 - it 's part of the series , it 's part of its history and it 's part of why people like it .","['Street Fighter X Tekken', 'Virtua Fighter', 'Dead or Alive', 'Dead or Alive', 'Dead or Alive']","['Application', 'Application', 'Application', 'Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
"Programmers using FORTRAN or BASIC generally did not program these directly , but used software packages , such as the Calcomp library , or device independent graphics packages , such as Hewlett-Packard ' s AGL libraries or BASIC extensions or high end packages such as DISSPLA .","['FORTRAN', 'device independent', 'AGL']","['Application', 'Operating_System', 'Language']","defaultdict(<class 'list'>, {'Operating_System': ['[]'], 'Language': ['[""FORTRAN"", ""BASIC""]'], 'Application': ['[]']})"
""" Social Web Makes TV Viewers ' Chatterboxers ' "" , Sky News , March 15 , 2012 Twitter has been successfully used to encourage people to watch live TV events , such as the Oscars , the Super Bowl and the MTV Video Music Awards ; however this strategy has proven less effective with regularly scheduled TV shows .","['Twitter', 'Oscars']","['Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
"Smtp-sink is a utility program in the Postfix Mail software package that implements a "" black hole "" function .",['Postfix Mail'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"In order to make that transition , Frogger will journey to the Chamber of the Elders on his most significant birthday and stand before the eight venerable members of the Elder Council .",['Frogger'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"In April 2022 , TuneIn partnered with Amazon to bring its TuneIn Premium subscription service to all Amazon Alexa-enabled devices .","['TuneIn', 'TuneIn Premium']","['Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
"However , there still has been several dangerous incidents that rose questions of whether Tinder-like apps are safe and should be kept around .",['apps'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[""Tinder-like apps""]']})"
"Super Fighter Team would later go on to release two more games for the system , Legend of Wukong and Star Odyssey .","['Legend of Wukong', 'Star Odyssey']","['Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
"While Rock Paper Shotgun enjoyed the finisher mechanic , they disliked Lo Wang 's one liners , saying they were "" overly cocky "" and "" unfunny "" .",['Lo Wang'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
Boxing is a video game interpretation of the sport of boxing developed by programmer Bob Whitehead for the Atari VCS ( later renamed to the Atari 2600 ) .,"['Boxing', 'boxing', 'Atari VCS', 'Atari 2600']","['Application', 'Application', 'General_Concept', 'General_Concept']","defaultdict(<class 'list'>, {'Application': ['[]'], 'General_Concept': ['[]']})"
Constraint satisfaction problems on finite domains are typically solved using a form of search .,"['Constraint satisfaction problems', 'search']","['Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
Netscape 's feature-count and market share continued to grow rapidly after version 1.0 was released .,['Netscape'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"Pentax uses DNG as an optional alternative to their own raw image format . In addition , most Canon point & shoot cameras can support DNG by using CHDK . Canon Raw v2 ( CR2 ) is mostly based on TIFF and lossless Jpeg ITU-T81 . Sony Alpha RAW ( ARW ) is based on TIFF file format , proprietary Makernote fields and compressions methods . To be viewed or printed , the output from a camera 's image sensor has to be processed , that is , converted to a photographic rendering of the scene , and then stored in a standard raster graphics format such as JPEG .","['Pentax', 'DNG', 'DNG', 'CHDK', 'lossless', 'Sony Alpha', 'proprietary', 'image sensor', 'raster graphics']","['Application', 'Application', 'Application', 'General_Concept', 'Algorithm', 'Algorithm', 'Application', 'Algorithm', 'Algorithm']","defaultdict(<class 'list'>, {'Application': ['[]'], 'General_Concept': ['[]'], 'Algorithm': ['[]']})"
They wrote in Fortran and FAP on scavenged computer time .,['Fortran'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[""FAP""]']})"
""" Five Nights at Freddy 's 4 received "" mixed or average "" reviews according to Metacritic , assigning the Windows version a score of 51 out of 100 . She criticized the game for being difficult to survive in certain environments when relying on audio cues and the Android version not containing the story-centric minigames.Five Nights at Freddy 's : Sister Location received "" mixed or average "" reviews from critics according to Metacritic , assigning a score of 62 out of 100 . Shelby Watson of The All State gave the game a positive review , citing it to be comparable to the first game 's quality , but unlike the first game , never allowing the player to operate the mechanics on muscle memory alone . IGN listed Freddy Fazbear 's Pizzeria Simulator in their top 18 Best Horror Games of 2017.Ultimate Custom Night received mostly positive reviews .","[""Five Nights at Freddy 's 4"", 'Android', 'first game', 'first game', ""Freddy Fazbear 's Pizzeria Simulator""]","['Application', 'Application', 'Application', 'Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
"An alias , with the same name and "" alias "" appended would then be created in the same folder .","['alias', 'alias']","['Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
Basic sysctl hw.sensors API introduced for hardware monitoring .,"['hw.sensors', 'hardware monitoring']","['Application', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]']})"
"This entry covers the check-out/check -in synchronization model , including a meta-model ( a process-data diagram ) .","['synchronization model', 'process-data diagram']","['General_Concept', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]'], 'General_Concept': ['[]']})"
The original mod_ssl in Apache 1.3 available at is a third-party add-on package requiring additional steps in the compilation and configuration process .,['Apache 1.3'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
"YaCy , a free distributed search engine , built on principles of peer-to-peer networks ( licensed under GPL ) .","['YaCy', 'search engine', 'GPL']","['Application', 'Application', 'License']","defaultdict(<class 'list'>, {'License': ['[""GPL""]'], 'Application': ['[]']})"
The broadcasting field used a variety of microphones including the German Sennheiser MD 421 ( 1960 ) and the American SM5 ( 1966 ) by Shure .,"['broadcasting', 'microphones', 'Sennheiser MD 421']","['Operating_System', 'Application', 'Algorithm']","defaultdict(<class 'list'>, {'Operating_System': ['[]'], 'Application': ['[]'], 'Algorithm': ['[]']})"
"Alongside the release of the game in Japan , Japanese alcoholic beverage distributor Suntory released the "" Final Fantasy XIII Elixir "" to promote the game .",['Final Fantasy XIII'],['Application'],"defaultdict(<class 'list'>, {'Application': ['[]']})"
